"week","staff_id","staff_name","role","service","present"
26,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
27,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
28,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
29,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
30,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
31,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
32,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
33,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
34,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
35,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
36,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
37,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
38,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
39,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
40,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
41,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
42,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
43,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
44,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
45,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
46,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
47,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
48,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
49,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
50,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
51,"STF-30d44186","James Ferrell","nursing_assistant","emergency",0
52,"STF-30d44186","James Ferrell","nursing_assistant","emergency",1
1,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
2,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
3,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
4,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
5,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
6,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
7,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
8,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
9,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
10,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
11,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
12,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
13,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
14,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
15,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
16,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
17,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
18,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
19,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
20,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
21,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
22,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
23,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
24,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
25,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
26,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
27,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
28,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
29,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
30,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
31,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
32,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
33,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
34,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
35,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
36,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
37,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
38,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
39,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
40,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
41,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
42,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
43,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
44,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
45,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
46,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
47,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
48,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
49,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
50,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
51,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",0
52,"STF-46e008d1","Tricia Valencia","nursing_assistant","emergency",1
1,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
2,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
3,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
4,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
5,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
6,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
7,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
8,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
9,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
10,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
11,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
12,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
13,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
14,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
15,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
16,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
17,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
18,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
19,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
20,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
21,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
22,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
23,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
24,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
25,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
26,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
27,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
28,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
29,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
30,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
31,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
32,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
33,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
34,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
35,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
36,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
37,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
38,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
39,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
40,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
41,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
42,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
43,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
44,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
45,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
46,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
47,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
48,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
49,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
50,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
51,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",0
52,"STF-f2a7bd6f","Nathan Maldonado","nursing_assistant","emergency",1
1,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
2,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
3,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
4,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
5,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
6,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
7,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
8,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
9,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
10,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
11,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
12,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
13,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
14,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
15,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
16,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
17,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
18,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
19,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
20,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
21,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
22,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
23,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
24,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
25,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
26,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
27,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
28,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
29,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
30,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
31,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
32,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
33,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
34,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
35,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
36,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
37,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
38,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
39,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
40,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
41,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
42,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
43,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
44,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
45,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
46,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
47,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
48,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
49,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
50,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
51,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",0
52,"STF-d7c28217","Debra Davidson","nursing_assistant","emergency",1
1,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
2,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
3,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
4,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
5,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
6,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
7,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
8,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
9,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
10,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
11,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
12,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
13,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
14,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
15,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
16,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
17,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
18,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
19,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
20,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
21,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
22,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
23,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
24,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
25,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
26,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
27,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
28,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
29,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
30,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
31,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
32,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
33,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
34,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
35,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
36,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
37,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
38,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
39,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
40,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
41,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
42,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
43,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
44,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
45,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
46,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
47,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
48,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
49,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
50,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
51,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",0
52,"STF-2bfe24c1","Jeffrey Chavez","nursing_assistant","emergency",1
1,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
2,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
3,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
4,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
5,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
6,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
7,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
8,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
9,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
10,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
11,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
12,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
13,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
14,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
15,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
16,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
17,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
18,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
19,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
20,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
21,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
22,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
23,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
24,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
25,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
26,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
27,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
28,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
29,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
30,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
31,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
32,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
33,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
34,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
35,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
36,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
37,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
38,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
39,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
40,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
41,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
42,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",0
43,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
44,"STF-3abc4202","Sherri Baker","nursing_assistant","emergency",1
